Feature,SHAP_Importance,SHAP_Score
delinq_2yrs,1.0586037903616126,100.0
loan_amnt,0.2900638157551058,27.40060241575574
dti,0.2369079582971626,22.379284908495965
annual_inc,0.17932786053605893,16.940035749806036
int_rate,0.17570450642425117,16.597759050553897
open_acc,0.13840773267154474,13.074554798662255
revol_util,0.11771758371749715,11.120079560388268
